36,69,10,46,43,31,5,41,21,4,55,33,89,83,0,51,24,94,1,37,3,26,94,14,89,18,46,75,35,33,36,84,35,21,37,13,9,39,34,26,70,5,19,54,19,55,12,9,11,20,21,15,98,18,68,10,74,96,56,25,85,30,6,88,67,71,98,67,46,87,41,84,60,74,67,98,6,40,94,34,5,37,64,15,11,20,85,16,52,26,38,12,82,9,41,40,98,31,86,47
56,45,62,24,78,37,55,24,51,70,3,34,2,22,19,48,66,91,76,47,86,81,14,19,49,29,1,50,33,27,99,75,54,46,77,60,74,40,36,74,65,60,64,82,23,3,10,60,90,93,74,7,54,38,61,74,30,43,74,48,35,4,91,24,70,28,80,55,44,58,73,26,54,2,82,25,17,32,96,45,18,41,60,39,53,92,20,15,85,2,29,30,65,87,39,60,69,40,12,95
23,54,15,31,19,47,53,52,56,35,57,98,47,29,30,94,43,51,71,78,7,64,70,42,29,42,61,66,63,21,56,76,19,0,21,63,25,29,19,5,38,68,58,49,44,31,83,35,57,44,17,18,69,34,87,58,84,73,2,76,86,87,88,35,79,81,78,46,7,66,68,14,31,66,39,38,5,20,97,97,59,25,8,18,4,38,7,85,13,63,79,51,27,43,18,51,80,23,70,63
52,37,27,91,76,2,86,3,94,49,52,63,76,4,17,61,78,70,30,41,74,93,33,44,86,17,86,88,47,88,58,81,50,34,44,22,98,17,42,1,51,4,90,64,10,15,75,23,25,57,72,9,93,29,89,59,3,82,4,58,16,97,55,6,90,70,13,42,59,95,62,61,27,29,89,69,3,69,34,70,42,63,63,90,15,48,88,21,44,85,18,15,12,83,85,54,48,83,73,39
2,32,63,30,94,11,82,64,39,19,55,34,48,33,16,53,34,64,91,41,82,91,97,74,76,46,48,44,43,35,21,20,95,94,68,9,0,33,96,4,66,24,81,25,30,84,67,79,67,32,19,84,92,32,57,10,35,89,53,47,62,38,20,4,98,35,38,53,65,6,52,1,68,86,74,58,9,71,43,92,79,69,76,11,15,36,27,63,37,57,74,11,79,48,41,28,3,77,27,94
46,14,14,60,79,18,15,5,57,98,1,63,45,61,68,93,61,8,88,61,7,74,15,7,32,41,21,20,44,46,54,32,44,49,46,64,55,16,32,96,21,21,6,38,56,10,66,18,79,48,67,95,89,65,87,71,98,6,27,37,97,95,60,11,44,69,18,95,14,4,38,44,75,92,40,85,68,76,51,21,75,2,40,96,78,59,42,78,62,75,65,49,88,95,99,26,60,94,94,87
92,70,4,75,10,22,19,96,25,1,2,21,54,6,61,95,54,64,32,84,26,40,33,39,38,89,55,80,93,13,25,74,82,64,29,5,98,64,86,56,40,46,52,60,72,43,94,82,33,4,71,96,62,9,61,52,36,64,37,21,66,38,3,11,76,28,39,90,76,56,96,89,78,76,44,79,87,73,66,94,94,73,47,89,42,28,11,72,2,77,69,34,27,65,89,1,42,41,84,44
4,3,6,77,7,81,18,86,65,81,64,63,97,42,26,93,91,14,69,47,16,67,87,99,86,62,62,12,86,42,37,45,88,21,90,90,66,69,81,60,10,25,6,21,12,6,36,85,38,95,9,27,71,37,28,37,16,7,90,44,19,5,99,23,43,19,74,75,51,35,26,21,33,8,37,90,60,66,86,80,25,77,74,91,32,10,74,50,93,53,74,59,79,36,41,4,26,83,77,93
31,60,33,2,68,88,94,63,0,37,76,50,20,9,18,42,30,8,91,33,45,24,82,97,61,67,42,96,67,32,64,77,88,93,49,65,43,71,22,44,15,10,50,55,77,24,38,70,17,98,73,18,91,43,48,7,78,36,41,1,46,97,95,67,73,99,61,27,60,53,99,59,85,46,18,34,73,26,20,36,28,71,78,68,59,46,85,44,44,42,86,7,30,21,98,17,14,83,81,78
62,11,10,63,99,14,32,44,25,14,33,51,15,4,72,74,19,27,8,27,13,16,82,17,67,91,28,64,48,0,19,89,45,42,74,17,61,14,68,44,13,40,19,30,8,35,91,26,48,23,98,87,75,54,64,46,28,92,96,8,86,68,96,24,94,43,6,73,30,54,12,4,59,63,14,73,97,51,9,31,99,1,15,24,1,31,14,90,78,27,89,69,18,60,58,44,44,94,36,64
28,18,96,94,11,94,28,11,39,91,48,76,82,64,8,84,53,71,23,62,29,15,95,2,65,42,86,98,4,69,28,2,15,45,3,81,5,21,13,7,3,2,51,86,78,12,87,53,52,74,91,73,71,73,35,13,23,93,28,68,8,29,6,70,62,45,61,37,61,26,78,32,57,15,59,26,64,8,23,53,55,33,46,30,78,55,31,42,9,90,57,11,92,44,98,73,95,80,24,32
51,50,91,25,96,58,15,55,13,8,48,15,70,74,13,75,82,76,91,7,14,18,27,71,68,66,39,13,16,85,30,83,83,90,2,5,41,21,34,19,39,76,28,1,41,42,41,17,30,23,90,19,89,17,18,32,22,19,56,29,19,2,38,28,77,65,31,79,72,8,33,61,41,71,67,37,90,25,29,26,25,21,82,93,94,10,94,66,72,70,82,21,65,5,0,36,37,99,23,76
10,61,45,22,89,29,77,17,49,80,41,96,90,29,3,97,20,45,33,66,70,65,7,2,25,11,96,36,71,31,99,90,2,53,15,63,76,60,3,65,32,76,17,91,28,85,31,35,1,3,16,92,66,56,5,45,53,43,96,78,32,41,45,18,81,50,94,37,14,40,20,60,42,68,33,94,47,16,73,40,80,60,35,67,14,7,24,45,47,70,9,33,63,25,32,91,30,98,9,78
91,94,21,61,82,56,50,98,22,11,97,37,69,56,97,71,6,78,3,74,25,49,89,44,30,86,96,16,35,42,63,49,6,94,48,86,39,74,84,58,56,26,22,35,72,72,63,7,27,60,85,52,95,35,52,42,4,77,30,96,59,33,62,80,48,48,30,74,7,11,32,31,93,45,17,98,26,54,71,58,22,88,89,74,56,10,53,70,41,6,81,62,43,88,99,22,64,42,87,23
41,88,0,15,28,53,59,50,18,53,15,49,5,72,73,70,44,87,23,37,94,60,32,0,29,69,88,4,46,94,34,84,67,48,16,34,88,73,46,3,50,3,52,88,90,31,57,71,15,28,78,76,18,49,28,81,56,0,86,58,65,55,4,23,19,31,82,57,55,39,82,71,41,20,87,91,7,44,9,97,12,16,88,17,16,58,66,18,19,35,77,88,87,87,37,95,99,28,69,59
49,0,15,76,45,7,34,97,62,37,73,11,90,88,46,49,66,86,7,60,65,64,37,20,61,94,83,53,83,91,91,79,75,49,48,12,0,12,72,9,23,68,55,81,61,66,97,98,41,88,28,13,21,8,94,85,62,95,15,50,23,81,14,70,46,94,35,40,40,33,48,54,13,98,36,96,8,55,59,94,97,85,12,94,63,77,57,67,55,63,49,5,96,21,85,42,53,85,35,67
31,56,58,7,40,73,99,23,71,97,76,7,36,20,53,38,68,20,7,68,36,68,85,77,83,42,58,92,12,94,43,23,19,92,63,40,26,4,54,89,78,34,95,57,86,42,69,75,67,47,73,33,77,66,30,62,71,81,24,97,15,6,10,77,54,53,87,44,57,13,11,64,66,17,90,2,73,27,90,40,72,82,25,65,21,9,45,53,61,0,68,45,80,56,74,71,23,18,3,33
55,25,18,54,35,8,67,60,76,28,89,44,90,83,25,33,81,45,55,44,7,33,82,56,44,65,84,9,43,19,78,55,24,57,85,47,63,70,29,12,42,85,76,33,11,24,55,96,31,40,89,78,62,58,25,21,43,61,9,69,24,57,16,56,49,34,19,33,98,77,69,11,16,43,2,22,57,48,45,19,10,87,78,2,29,0,92,65,31,63,4,2,60,59,87,84,69,20,83,77
4,22,98,53,71,78,61,18,56,3,64,94,16,90,59,37,79,13,26,49,41,54,1,34,73,66,50,56,56,17,52,36,64,67,14,88,88,24,31,51,38,74,9,27,98,9,86,70,0,50,5,55,93,34,36,50,20,64,80,4,28,5,62,38,50,27,29,48,75,70,48,54,82,75,11,67,44,73,35,63,80,79,56,5,12,97,43,30,31,64,67,24,44,26,23,33,11,71,77,71
80,37,95,29,1,50,73,17,23,68,5,46,28,16,24,48,48,56,25,53,83,98,16,10,2,24,10,56,52,78,55,73,96,64,83,42,84,27,3,62,24,26,7,62,58,21,95,28,2,75,84,55,45,23,87,81,20,84,26,77,40,17,65,45,13,32,50,64,32,81,63,21,52,63,29,57,91,54,52,81,28,81,54,77,93,99,27,72,76,2,22,99,1,26,21,7,60,61,49,26
70,30,95,20,11,63,2,82,94,30,89,66,32,44,48,58,63,88,51,13,4,77,88,30,59,64,20,26,41,21,96,29,5,25,10,98,85,33,65,30,97,45,78,46,12,55,67,56,77,63,44,72,10,35,21,93,42,65,61,47,43,76,40,72,33,59,61,6,33,50,73,29,22,21,16,58,99,41,17,3,96,63,48,78,77,24,19,69,4,17,55,20,71,18,87,20,5,5,12,53
94,61,22,26,89,14,49,89,18,62,94,0,47,58,50,79,27,61,95,9,39,91,2,16,95,52,57,3,33,95,53,93,29,64,9,35,40,22,88,63,74,30,50,41,22,54,72,13,68,8,93,43,10,3,13,2,58,6,31,37,56,46,55,22,8,0,71,83,49,15,38,5,73,31,34,9,40,60,93,40,80,44,35,25,2,10,83,25,51,6,76,34,90,51,6,28,74,28,32,22
83,89,64,53,69,87,70,78,69,3,61,98,12,90,57,11,10,30,20,98,16,46,31,42,38,3,14,21,25,5,35,12,27,70,57,90,80,81,56,14,40,5,55,47,45,78,22,0,94,94,17,44,7,34,6,36,57,21,14,66,73,48,52,63,68,48,70,41,32,66,31,29,73,5,57,11,90,83,97,60,81,14,27,30,87,90,5,93,64,20,33,58,67,90,41,92,52,92,79,96
8,80,67,27,63,88,70,1,76,94,46,73,24,54,84,59,20,22,75,77,43,76,76,11,33,73,61,83,64,65,58,98,4,0,51,0,47,99,67,99,20,3,16,69,74,59,33,13,5,82,71,30,16,1,53,31,4,55,94,90,26,86,37,10,36,48,69,24,2,84,11,21,54,76,57,39,59,6,37,74,39,48,78,82,94,28,82,2,46,20,96,91,4,77,72,33,66,6,33,26
89,9,10,20,70,49,75,39,44,13,72,97,17,20,50,78,7,54,16,7,65,66,77,82,88,20,16,77,4,24,73,53,72,10,84,30,37,58,12,45,53,42,57,33,47,98,73,84,26,93,25,11,90,25,60,22,31,28,32,50,32,97,34,20,39,18,24,7,36,20,41,49,42,70,54,22,9,44,34,90,46,32,50,10,98,62,63,47,49,61,98,8,25,61,12,55,8,37,93,29
73,66,47,5,52,75,68,19,71,38,13,87,94,41,4,0,46,24,22,77,55,77,57,75,22,32,24,80,58,98,14,71,50,5,16,79,84,44,57,22,93,44,75,11,47,10,14,83,57,11,9,83,15,16,73,95,9,72,83,20,51,87,60,72,23,42,37,88,25,24,16,1,66,99,83,11,2,45,28,11,17,40,23,46,89,30,56,33,31,20,69,11,61,37,70,6,83,2,87,4
73,25,58,32,95,7,17,15,33,62,93,63,44,72,3,11,64,13,83,92,86,3,56,4,55,4,40,29,28,77,27,99,57,23,37,91,81,90,51,81,13,40,0,69,27,5,67,88,34,59,41,69,19,95,18,70,69,54,77,91,66,88,87,56,34,94,6,20,35,11,29,73,62,1,78,45,2,87,77,49,36,51,95,69,35,58,80,62,4,66,22,27,12,60,15,25,52,44,35,32
99,47,53,22,29,67,7,17,16,73,67,82,76,28,54,14,92,18,20,75,14,43,16,68,89,2,61,1,86,53,92,58,51,44,49,89,98,72,39,67,50,62,46,31,99,40,51,84,5,0,32,34,23,59,18,56,30,85,32,27,6,6,31,62,80,8,30,32,79,65,16,20,78,53,25,51,97,84,68,49,51,77,96,86,20,58,35,91,25,92,58,13,40,11,61,44,31,83,51,90
9,18,4,40,83,12,55,70,34,67,58,46,16,83,76,29,10,44,42,21,73,39,6,86,7,3,79,67,91,81,19,14,33,78,40,32,72,55,2,7,3,64,57,58,34,12,96,56,35,31,34,86,40,29,16,69,12,18,33,80,32,88,78,52,47,44,13,38,43,44,56,54,42,34,18,9,81,48,52,94,6,23,31,59,47,33,73,3,61,70,19,54,22,21,75,14,85,4,10,89
99,58,13,91,75,80,43,6,11,7,87,64,65,38,74,9,56,18,5,14,71,9,76,73,24,2,31,21,59,3,23,77,37,62,95,47,9,40,84,66,89,67,91,54,82,55,88,84,46,65,57,66,98,95,18,89,82,40,66,72,48,22,46,7,83,10,26,2,42,27,99,16,33,38,25,3,18,21,91,69,13,46,74,93,45,57,79,41,44,6,64,69,73,12,17,66,20,83,71,71
28,85,42,19,65,41,32,59,69,14,71,60,49,97,58,2,48,52,62,26,31,84,58,36,62,30,42,21,21,59,83,34,50,19,40,28,4,54,28,4,24,19,72,30,35,4,20,76,53,15,17,68,21,45,40,44,27,6,57,35,99,11,38,10,31,37,9,30,57,30,97,93,24,58,1,11,12,27,0,58,10,65,68,5,41,15,12,5,78,95,1,98,97,92,4,13,80,61,99,97
94,89,19,23,18,23,43,63,43,28,31,99,5,99,24,33,42,33,68,15,24,4,51,61,28,98,96,31,53,88,30,51,28,2,63,20,46,45,86,17,71,48,62,50,64,1,93,98,68,71,70,47,92,83,73,90,38,57,94,19,27,12,10,55,97,80,71,2,35,4,86,97,46,50,44,76,41,0,97,26,5,98,63,81,17,83,58,44,29,73,81,89,50,67,90,59,38,7,52,83
30,91,62,63,84,73,1,42,39,97,48,38,60,67,13,28,48,28,37,14,22,26,72,61,22,97,47,78,59,84,37,34,48,13,96,14,35,99,97,44,82,15,5,32,24,43,28,82,53,62,10,9,69,38,61,4,18,0,41,87,26,22,82,54,59,13,90,47,71,99,92,49,31,93,32,6,21,40,36,78,68,64,25,97,74,28,65,9,51,91,95,35,57,10,18,59,33,50,73,11
53,81,11,54,70,60,78,76,6,55,82,78,64,62,18,62,97,85,80,31,48,80,95,79,4,57,91,20,75,72,72,70,66,25,25,87,52,70,27,13,49,88,3,96,9,16,71,95,92,56,62,48,70,42,62,73,86,31,50,12,69,57,1,33,82,11,11,38,36,30,9,26,58,66,81,59,76,98,70,87,86,96,28,18,10,24,0,24,63,52,1,20,20,14,44,92,87,70,14,97
4,32,58,61,46,36,90,3,60,2,96,87,61,62,26,72,28,82,23,57,11,86,74,84,29,88,5,43,21,88,72,6,83,73,82,53,37,67,72,74,34,97,64,61,55,13,59,58,87,71,63,5,47,56,86,17,58,73,32,58,30,46,81,71,29,90,4,87,80,72,35,61,10,49,23,14,22,13,28,16,28,47,55,50,25,67,59,26,87,64,95,63,35,14,43,87,15,92,31,65
9,72,77,14,36,2,94,98,33,71,95,44,44,16,29,82,90,31,46,62,30,77,0,15,77,71,25,96,5,36,98,30,82,63,6,56,69,40,13,22,72,61,93,15,69,50,18,19,84,60,96,83,46,68,34,31,71,62,37,64,76,98,92,96,73,64,62,81,9,72,13,49,17,23,90,69,83,84,46,27,53,6,11,44,39,14,84,13,28,75,85,7,3,49,46,73,68,96,42,4
87,36,10,12,47,46,66,22,77,65,47,86,15,9,11,70,87,48,57,58,80,49,53,33,87,5,46,68,77,17,1,86,42,42,40,16,96,99,96,92,48,61,35,62,27,98,91,94,38,75,86,19,39,84,23,37,83,76,24,41,0,97,45,60,64,60,44,73,69,94,74,87,51,64,9,18,13,90,6,89,14,51,30,1,31,81,47,58,18,2,32,19,74,55,91,50,16,75,98,66
53,18,25,43,1,98,68,74,74,5,24,93,70,35,27,48,67,43,29,83,13,86,55,66,62,54,13,96,73,59,1,37,91,39,35,95,26,87,99,33,12,73,83,12,77,39,49,39,28,42,83,72,46,15,53,67,62,58,80,46,84,72,1,15,3,86,1,31,99,31,22,80,43,96,70,40,2,42,88,22,5,74,68,30,76,29,91,76,85,68,33,68,6,53,48,40,71,68,9,90
37,17,39,96,20,2,29,50,44,13,64,20,69,57,40,10,3,70,39,74,95,24,45,30,98,54,74,90,47,29,68,33,33,98,85,87,34,71,9,73,99,41,32,72,3,13,98,48,12,37,37,0,29,34,95,13,72,8,98,66,28,38,2,14,44,30,86,71,72,52,75,32,61,65,74,54,92,72,26,84,55,25,77,9,92,67,4,98,2,72,15,25,73,43,45,61,38,17,27,72
26,26,75,59,61,4,39,63,60,41,20,99,82,13,10,2,60,92,22,77,26,88,69,0,37,50,58,17,20,13,15,75,45,54,58,28,50,17,47,87,27,40,37,61,51,15,43,59,32,42,0,45,94,49,46,38,57,74,22,11,45,21,43,47,25,44,54,28,55,82,52,42,44,34,49,85,50,7,49,22,6,99,85,77,12,69,80,95,7,20,71,75,95,36,41,6,97,90,36,6
61,15,4,50,90,57,1,60,0,60,87,50,25,0,4,46,36,65,35,55,64,58,20,34,10,76,47,8,92,43,87,60,71,42,60,91,94,35,87,54,68,20,94,46,32,20,49,95,31,95,69,32,55,80,42,2,95,69,39,13,10,92,67,57,73,27,78,83,39,13,51,1,78,80,86,43,63,73,1,90,27,51,76,97,73,55,5,90,0,58,96,24,95,73,44,76,53,37,73,5
42,66,55,18,43,68,53,75,94,99,38,21,68,49,86,58,16,69,84,17,21,87,83,81,16,26,5,5,35,10,89,26,0,96,47,60,96,57,54,4,1,30,96,0,19,75,56,46,86,86,59,84,53,55,83,54,83,74,1,16,63,48,39,84,9,12,20,71,1,25,62,58,14,79,16,91,91,82,61,41,70,59,18,49,50,5,72,44,12,93,77,21,56,37,41,52,90,11,91,6
54,84,44,61,23,1,69,73,38,92,62,0,12,59,46,3,30,90,34,4,39,75,59,8,48,40,2,76,38,64,1,79,91,55,87,85,14,57,25,48,35,98,6,20,30,76,9,96,91,37,21,99,77,86,66,78,24,36,13,83,99,92,35,74,90,82,9,57,72,60,89,73,65,85,68,41,69,39,77,71,31,6,85,0,42,1,2,4,88,9,60,77,44,42,49,43,62,31,29,48
67,52,24,31,48,48,34,92,17,25,8,85,59,41,51,92,7,35,32,89,80,5,68,62,99,11,29,22,35,25,78,38,10,28,4,79,82,53,52,93,66,10,86,62,1,75,18,2,90,56,35,27,98,39,68,61,83,61,31,36,19,11,56,91,47,69,74,30,37,72,10,53,82,38,22,70,18,6,61,24,92,26,32,78,90,50,39,70,60,42,96,20,22,15,74,55,53,94,15,31
0,87,65,17,46,82,45,60,17,98,43,76,99,6,43,93,79,77,1,97,29,4,69,95,76,89,30,66,64,67,16,23,91,29,24,4,61,14,32,7,4,79,53,62,98,19,20,16,71,81,76,76,93,18,1,96,18,69,41,56,51,78,95,50,81,20,85,69,82,39,31,64,44,94,92,50,50,7,96,57,68,14,94,83,91,40,30,73,28,27,86,91,73,76,56,25,83,3,81,78
33,51,33,32,49,11,31,99,25,50,45,10,73,84,87,36,84,12,59,41,89,12,41,54,52,40,90,68,37,66,67,47,26,17,23,17,81,61,33,79,9,31,47,77,81,76,17,89,88,19,41,70,44,39,89,21,9,78,80,9,21,62,61,58,83,98,84,56,60,69,55,22,78,79,32,58,64,64,73,75,22,1,79,18,25,96,3,86,28,1,8,2,81,24,57,46,70,88,93,83
91,61,28,18,63,18,92,64,7,30,56,45,5,4,86,20,82,42,33,87,94,97,27,59,61,52,41,53,21,85,88,76,70,89,84,60,72,60,54,6,4,39,79,97,44,63,97,76,37,37,63,27,54,6,88,94,33,69,57,11,77,38,42,21,42,80,74,15,20,25,47,21,87,27,83,55,18,30,14,98,55,64,15,84,22,60,21,64,0,89,27,3,3,43,28,65,96,57,55,64
88,81,55,12,89,41,39,27,22,33,75,3,54,58,55,12,22,58,98,81,58,10,15,30,98,44,18,43,98,17,59,60,75,49,10,73,8,3,94,81,20,94,41,67,13,24,48,44,88,16,43,38,58,73,5,78,66,25,13,45,23,96,28,5,73,15,28,4,48,82,3,18,64,17,61,64,68,47,17,74,96,73,55,82,74,21,1,1,44,32,6,83,89,49,57,24,65,35,94,98
96,43,95,5,12,24,74,41,12,40,9,19,8,39,48,49,40,46,30,52,13,26,60,16,75,20,29,14,59,36,99,33,53,18,78,53,77,49,70,50,47,60,89,3,22,87,75,50,0,8,84,18,4,41,85,69,82,79,30,92,95,59,81,75,40,76,66,89,61,95,71,90,76,80,5,52,36,56,93,87,44,78,14,51,52,81,28,11,33,8,70,98,18,77,55,88,79,14,63,46
21,86,88,5,36,93,41,24,36,32,33,26,85,43,47,16,44,29,22,59,47,54,56,53,24,73,71,98,25,17,72,21,93,46,65,58,90,9,15,58,39,3,75,0,74,44,13,75,30,38,43,50,91,4,98,67,29,34,80,63,22,43,98,19,60,11,33,38,77,89,25,35,14,64,19,44,78,56,79,80,60,95,68,86,73,22,30,88,47,98,28,55,28,51,35,96,5,56,40,62
11,74,97,40,13,8,36,26,84,54,88,73,55,0,2,26,75,11,45,37,81,44,90,78,60,69,6,62,28,23,38,22,15,16,69,85,97,27,73,65,86,3,3,93,10,55,0,28,49,9,21,93,10,2,81,66,84,19,80,43,1,73,98,61,15,65,57,39,30,17,28,47,38,79,51,78,40,97,67,5,69,78,13,19,1,45,11,13,35,2,1,78,47,29,64,12,4,42,77,45
97,61,97,31,80,73,54,30,51,2,26,86,51,74,73,22,60,78,60,69,53,43,3,28,15,49,0,8,15,38,73,98,20,22,7,8,80,81,38,28,91,80,62,32,76,14,27,72,55,41,52,26,81,7,91,53,57,69,16,30,73,45,15,12,29,28,66,28,66,65,41,78,40,32,78,73,81,70,52,0,22,27,53,73,86,47,16,12,31,53,50,11,65,7,54,45,65,49,3,47
48,98,5,90,0,73,85,49,28,18,72,87,17,15,8,45,92,41,26,81,11,54,97,13,14,30,13,32,77,32,7,31,66,4,52,23,22,63,73,13,61,66,83,12,81,63,94,50,99,9,53,23,23,22,36,94,1,92,75,70,59,53,72,96,10,40,20,12,63,84,23,29,68,13,20,45,70,84,31,51,35,63,32,67,79,84,7,44,68,58,22,29,87,3,53,7,93,87,2,41
42,81,87,14,86,24,54,10,1,90,23,17,60,23,34,96,20,4,16,26,32,75,44,4,62,93,41,64,59,12,51,82,81,90,8,53,76,17,81,54,29,97,42,77,34,4,68,63,68,56,87,89,70,76,8,67,37,82,52,92,82,89,50,89,38,41,35,70,15,81,20,2,23,62,96,35,32,67,70,57,24,77,96,3,25,62,12,5,81,41,16,94,65,88,71,39,46,53,38,93
68,98,48,87,36,84,65,8,80,73,34,69,11,94,68,5,93,47,64,76,29,30,88,74,64,25,37,34,90,56,88,79,28,77,88,26,28,8,66,40,96,3,25,8,7,46,82,70,20,66,45,99,89,62,63,38,9,74,22,10,47,31,18,23,84,55,41,33,6,41,76,85,80,23,79,25,5,79,66,18,43,66,13,23,10,89,89,65,13,50,16,54,85,56,92,65,85,1,24,52
4,48,64,78,89,60,18,65,83,38,32,29,7,4,67,80,17,94,12,95,65,75,20,55,25,22,99,23,31,14,40,3,55,14,13,94,2,35,34,50,70,23,82,75,17,86,46,81,89,12,47,91,89,29,86,29,28,8,53,67,61,95,34,68,98,29,74,92,91,73,78,82,59,62,24,41,93,44,37,38,75,18,34,19,66,48,14,26,28,84,65,93,82,66,88,75,89,13,76,88
12,54,89,16,33,65,31,26,4,45,35,83,70,14,92,43,60,15,2,49,15,47,64,7,7,84,99,92,73,49,52,79,68,49,26,21,28,18,85,1,17,87,21,83,48,81,22,68,74,45,14,73,11,27,73,64,89,82,8,49,65,38,52,55,92,56,15,21,87,70,14,41,30,1,32,27,25,81,58,26,61,31,18,28,34,78,67,41,76,62,31,45,10,35,35,78,35,66,90,91
65,1,80,4,30,72,43,10,94,45,38,7,23,82,87,34,20,24,21,13,89,74,44,25,38,68,31,94,65,53,92,59,91,67,60,60,50,13,97,61,35,56,46,30,23,24,21,28,48,1,58,10,45,76,2,91,56,55,65,62,41,48,44,41,53,79,16,56,21,27,83,6,26,59,78,32,28,13,1,14,46,3,46,64,95,81,14,14,64,69,3,94,48,35,20,87,11,5,76,44
7,65,6,20,18,51,84,85,98,69,63,42,54,51,15,37,1,80,46,72,65,1,91,52,23,88,58,91,39,90,20,22,37,56,6,81,97,25,45,43,96,28,16,95,6,60,40,97,20,82,85,31,59,4,79,5,73,54,96,29,93,93,45,7,49,40,5,97,44,33,40,75,34,3,75,36,85,96,45,63,47,61,70,57,5,89,63,32,77,0,7,42,28,16,49,3,82,9,45,65
54,43,53,86,42,9,96,56,28,42,20,76,8,33,82,32,22,88,1,59,77,73,19,43,25,97,47,18,53,72,53,76,51,79,9,4,7,84,14,95,93,7,4,35,80,31,33,95,33,17,80,94,7,85,88,81,23,9,60,44,62,77,2,55,89,44,25,28,24,77,24,37,73,5,66,70,68,84,63,94,63,51,85,36,92,59,68,65,91,27,81,98,24,70,33,16,4,48,46,35
